book_id,title,author,description,language,genres,setting,pages,publisher,publishedYear,rating,numRatings
71,Hopeless,"Hoover, Colleen","Sometimes discovering the truth can leave you more hopeless than believing the lies... That's what seventeen-year-old Sky realizes after she meets Dean Holder. A guy with a reputation that rivals her own and an uncanny ability to invoke feelings in her she's never had before. He terrifies her and captivates her all in the span of just one encounter, and something about the way he makes her feel sparks buried memories from a past that she wishes could just stay buried.Sky struggles to keep him at a distance knowing he's nothing but trouble, but Holder insists on learning everything about her. After finally caving to his unwavering pursuit, Sky soon finds that Holder isn't at all who he's been claiming to be. When the secrets he's been keeping are finally revealed, every single facet of Sky's life will change forever.",English,"Romance, New Adult, Young Adult, Contemporary, Contemporary Romance, Fiction, Abuse, High School, Chick Lit, Drama",,410,,2012,4.29,268053
72,Bloodlines,"Mead, Richelle","I wasn't free of my past, not yet.Sydney's blood is special. That's because she's an alchemist - one of a group of humans who dabble in magic and serve to bridge the worlds of humans and vampires. They protect vampire secrets - and human lives. But the last encounter Sydney had with vampires got her in deep trouble with the other alchemists. And now with her allegiances in question, her future is on the line.When Sydney is torn from her bed in the middle of the night, at first she thinks she's still being punished for her complicated alliance with dhampir Rose Hathaway. But what unfolds is far worse. Jill Dragomir - the sister of Moroi Queen Lissa Dragomir - is in mortal danger, and the Moroi must send her into hiding. To avoid a civil war, Sydney is called upon to act as Jill's guardian and protector, posing as her roommate in the unlikeliest of places: a human boarding school in Palm Springs, California. The last thing Sydney wants is to be accused of sympathizing with vampires. And now she has to live with one.The Moroi court believe Jill and Sydney will be safe at Amberwood Prep, but threats, distractions, and forbidden romance lurk both outside - and within - the school grounds. Now that they're in hiding, the drama is only just beginning.",English,"Young Adult, Vampires, Fantasy, Paranormal, Romance, Urban Fantasy, Magic, Supernatural, Paranormal Romance, Fiction","Palm Springs, California (United States)",421,Razorbill,2011,4.2,167342
73,Unwind,"Shusterman, Neal","Connor, Risa, and Lev are running for their lives.The Second Civil War was fought over reproductive rights. The chilling resolution: Life is inviolable from the moment of conception until age thirteen. Between the ages of thirteen and eighteen, however, parents can have their child ""unwound,"" whereby all of the child's organs are transplanted into different donors, so life doesn't technically end. Connor is too difficult for his parents to control. Risa, a ward of the state, is not enough to be kept alive. And Lev is a tithe, a child conceived and raised to be unwound. Together, they may have a chance to escape and to survive.",English,"Young Adult, Dystopia, Science Fiction, Fiction, Fantasy, Horror, Teen, Thriller, Adventure, Survival","Akron, Ohio (United States), Ohio (United States), Scottsburg, Indiana (United States), Arizona (United States), Joplin, Missouri (United States)",337,Simon & Schuster Books for Young Readers,2007,4.17,191718
74,The Summoning,"Armstrong, Kelley","Chloe Saunders used to have a relatively normal life.But now she finds herself in the middle of some really strange situations because: She suddenly starts seeing dead people. She gets locked up in a group home for unstable teens. The group home isn't what it seems. My name is Chloe Saunders and my life will never be the same again.All I wanted was to make friends, meet boys, and keep on being ordinary. I don't even know what that means anymore. It all started on the day that I saw my first ghost-and the ghost saw me.Now there are ghosts everywhere and they won't leave me alone. To top it all off, I somehow got myself locked up in Lyle House, a ""special home"" for troubled teens. Yet the home isn't what it seems. Don't tell anyone, but I think there might be more to my housemates than meets the eye. The question is, whose side are they on? It's up to me to figure out the dangerous secrets behind Lyle House... before its skeletons come back to haunt me.",English,"Young Adult, Fantasy, Paranormal, Urban Fantasy, Supernatural, Magic, Romance, Ghosts, Werewolves, Fiction","Buffalo, New York (United States)",390,HarperCollins,2008,4.02,154537
75,To All the Boys I've Loved Before,"Han, Jenny","To All the Boys I've Loved Before is the story of Lara Jean, who has never openly admitted her crushes, but instead wrote each boy a letter about how she felt, sealed it, and hid it in a box under her bed. But one day Lara Jean discovers that somehow her secret box of letters has been mailed, causing all her crushes from her past to confront her about the letters: her first kiss, the boy from summer camp, even her sister's ex-boyfriend, Josh. As she learns to deal with her past loves face to face, Lara Jean discovers that something good may come out of these letters after all.",English,"Young Adult, Romance, Contemporary, Fiction, Audiobook, Chick Lit, Realistic Fiction, Young Adult Contemporary, High School, Young Adult Romance","Charlottesville, Virginia (United States)",355,Simon & Schuster Books for Young Readers,2014,4.15,490426
76,The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman","Bestselling author Sherman Alexie tells the story of Junior, a budding cartoonist growing up on the Spokane Indian Reservation. Determined to take his future into his own hands, Junior leaves his troubled school on the rez to attend an all-white farm town high school where the only other Indian is the school mascot.Heartbreaking, funny, and beautifully written, The Absolutely True Diary of a Part-Time Indian, which is based on the author's own experiences, coupled with poignant drawings by Ellen Forney that reflect the character's art, chronicles the contemporary adolescence of one Native American boy as he attempts to break away from the life he was destined to live.With a foreward by Markus Zusak & interviews with Sherman Alexie and Ellen Forney ",English,"Young Adult, Fiction, Contemporary, Realistic Fiction, Humor, Coming Of Age, Teen, School, Audiobook, Cultural","United States of America, Washington (state) (United States)",230,"Little, Brown Books for Young Readers",2007,4.1,224351
77,Every Day,"Levithan, David","Every day a different body. Every day a different life. Every day in love with the same girl.There's never any warning about where it will be or who it will be. A has made peace with that, even established guidelines by which to live: Never get too attached. Avoid being noticed. Do not interfere.It's all fine until the morning that A wakes up in the body of Justin and meets Justin's girlfriend, Rhiannon. From that moment, the rules by which A has been living no longer apply. Because finally A has found someone A wants to be with-day in, day out, day after day.",English,"Young Adult, Romance, Fantasy, Contemporary, Fiction, LGBT, Paranormal, Magical Realism, Teen, Science Fiction",Maryland (United States),322,Knopf Books for Young Readers,2012,3.94,195742
78,Through the Dark,"Bracken, Alexandra","Don't miss this breathtaking collection of stories set in the world of the New York Times best-selling Darkest Minds trilogy. Featuring ebook original novellas In Time and Sparks Rise, and a gripping, brand-new novella, Through the Dark is a must-have for fans of the Darkest Minds. This collection contains three novellas: In Time, Sparks Rise, and Beyond the Night, as well as a sneak peek at the first novel in Alexandra Bracken's new series, Passenger. IN TIME Gabe's life has been devastated in the wake of the economic crash. The only option left for someone like him to escape his tragic past is to leave his small town behind and to attempt to become a skiptracer. This already almost-impossible task is made all the more difficult by his first ""score,""a young girl who won't speak, but who changes his life in ways he could never imagine. SPARKS RISE Sam didn't think things could get worse at Thurmand rehabilitation camp. Then the Reds arrive. Everyone assumed the kids with firepower had been killed years ago. Instead they were taken away, brainwashed, and returned as terrifyingly effective guards. To her horror, Sam recognizes one of them: Lucas, the one spark of light in Sam's dark childhood. Lucas has a deadly secret--he beat the brutal training that turned his fellow Reds into mindless drones. When Sam defends herself against an attack by a vile PSF guard and faces a harrowing punishment, Lucas must risk everything to save her. BEYOND THE NIGHT The government-run ""rehabilitation camps"" have been shut down, but kids with Psi powers are anything but free. Sam would rather be on her own than put in the care of a foster family and given the ""cure""--a dangerous procedure that unclaimed kids across the country are being forced to undergo. But there's more at stake than just her own safety. Sam once made someone a promise, and the time has come to fulfill it. Now that she's out of her camp, Mia only has one thought in her head: finding Lucas, her beloved older brother.",English,"Young Adult, Dystopia, Fantasy, Science Fiction, Novella, Short Stories, Romance, Fiction, Paranormal, Young Adult Fantasy",,400,Disney Hyperion,2012,4.33,5367
79,Poison Study,"Snyder, Maria V.","Choose: A quick death or slow poison...About to be executed for murder, Yelena is offered an extraordinary reprieve. She'll eat the best meals, have rooms in the palace-and risk assassination by anyone trying to kill the Commander of Ixia.And so Yelena chooses to become a food taster. But the chief of security, leaving nothing to chance, deliberately feeds her Butterfly's Dust-and only by appearing for her daily antidote will she delay an agonizing death from the poison.As Yelena tries to escape her new dilemma, disasters keep mounting. Rebels plot to seize Ixia and Yelena develops magical powers she can't control. Her life is threatened again and choices must be made. But this time the outcomes aren't so clear...",English,"Fantasy, Young Adult, Romance, Magic, Fiction, Paranormal, High Fantasy, Young Adult Fantasy, Adventure, New Adult",Ixia,427,Mira,2007,4.11,142074
80,Sabriel,"Nix, Garth","Sent to a boarding school in Ancelstierre as a young child, Sabriel has had little experience with the random power of Free Magic or the Dead who refuse to stay dead in the Old Kingdom. But during her final semester, her father, the Abhorsen, goes missing, and Sabriel knows she must enter the Old Kingdom to find him. With Sabriel, the first installment in the Abhorsen series, Garth Nix exploded onto the fantasy scene as a rising star, in a novel that takes readers to a world where the line between the living and the dead isn't always clear-and sometimes disappears altogether.",English,"Fantasy, Young Adult, Fiction, Magic, Young Adult Fantasy, High Fantasy, Adventure, Science Fiction Fantasy, Audiobook, Teen","Old Kingdom, Ancelstierre",491,Harper Collins,1996,4.15,184931
81,I Am the Messenger,"Zusak, Markus","protect the diamondssurvive the clubsdig deep through the spadesfeel the heartsEd Kennedy is an underage cabdriver without much of a future. He's pathetic at playing cards, hopelessly in love with his best friend, Audrey, and utterly devoted to his coffee-drinking dog, the Doorman. His life is one of peaceful routine and incompetence until he inadvertently stops a bank robbery.That's when the first ace arrives in the mail.That's when Ed becomes the messenger.Chosen to care, he makes his way through town helping and hurting (when necessary) until only one question remains: Who's behind Ed's mission?",English,"Young Adult, Fiction, Mystery, Contemporary, Realistic Fiction, Teen, Audiobook, Australia, Adult, Coming Of Age",Australia,357,Alfred A. Knopf Borzoi Books,2006,4.05,136520
82,Amy & Roger's Epic Detour,"Matson, Morgan","When you're on a road trip, life is all about the detours. . . . Amy Curry is having a terrible year. Her mother has decided to move across the country and needs Amy to get their car from California to Connecticut. There's just one small problem: Since her father died this past spring, Amy hasn't been able to get behind the wheel. Enter Roger, the nineteen-year-old son of an old family friend, who turns out to be unexpectedly cute ... and dealing with some baggage of his own. Meeting new people and coming to terms with her father's death were not what Amy had planned on this trip. And traveling the Loneliest Road in America, seeing the Colorado mountains, crossing the Kansas plains, and visiting diners, dingy motels, and Graceland were definitely not on the itinerary. But as they drive, Amy finds that the people you least expected are the ones you may need the most-and that sometimes you have to get lost in order to find your way home.",English,"Young Adult, Contemporary, Romance, Road Trip, Fiction, Realistic Fiction, Travel, Young Adult Contemporary, Chick Lit, Adventure",United States of America,343,Simon Schuster Books for Young Readers,2010,4,87951
83,A Monster Calls,"Ness, Patrick","The bestselling novel about love, loss and hope from the twice Carnegie Medal-winning Patrick Ness. Conor has the same dream every night, ever since his mother first fell ill, ever since she started the treatments that don't quite seem to be working. But tonight is different. Tonight, when he wakes, there's a visitor at his window. It's ancient, elemental, a force of nature. And it wants the most dangerous thing of all from Conor. It wants the truth. Patrick Ness takes the final idea of the late, award-winning writer Siobhan Dowd and weaves an extraordinary and heartbreaking tale of mischief, healing and above all, the courage it takes to survive.",English,"Fantasy, Young Adult, Fiction, Horror, Contemporary, Middle Grade, Magical Realism, Childrens, Death, Paranormal",,237,Walker Books,2011,4.35,208089
84,Red Rising,"Brown, Pierce","""I live for the dream that my children will be born free,"" she says. ""That they will be what they like. That they will own the land their father gave them.""""I live for you,"" I say sadly.Eo kisses my cheek. ""Then you must live for more.""Darrow is a Red, a member of the lowest caste in the color-coded society of the future. Like his fellow Reds, he works all day, believing that he and his people are making the surface of Mars livable for future generations.Yet he spends his life willingly, knowing that his blood and sweat will one day result in a better world for his children.But Darrow and his kind have been betrayed. Soon he discovers that humanity already reached the surface generations ago. Vast cities and sprawling parks spread across the planet. Darrow-and Reds like him-are nothing more than slaves to a decadent ruling class.Inspired by a longing for justice, and driven by the memory of lost love, Darrow sacrifices everything to infiltrate the legendary Institute, a proving ground for the dominant Gold caste, where the next generation of humanity's overlords struggle for power. He will be forced to compete for his life and the very future of civilization against the best and most brutal of Society's ruling class. There, he will stop at nothing to bring down his enemies... even if it means he has to become one of them to do so.",English,"Science Fiction, Fantasy, Young Adult, Dystopia, Fiction, Audiobook, Science Fiction Fantasy, Adult, Adventure, Space",Mars,382,Del Rey (Random House),2014,4.25,247838
85,The Sky Is Everywhere,"Nelson, Jandy","Adrift after her sister Bailey's sudden death, Lennie finds herself torn between quiet, seductive Toby-Bailey's boyfriend who shares her grief-and Joe, the new boy in town who bursts with life and musical genius. Each offers Lennie something she desperately needs... though she knows if the two of them collide her whole world will explode.Join Lennie on this heartbreaking and hilarious journey of profound sorrow and mad love, as she makes colossal mistakes and colossal discoveries, as she traipses through band rooms and forest bedrooms and ultimately right into your heart.As much a celebration of love as a poignant portrait of loss, Lennie's struggle to sort her own melody out of the noise around her is always honest, often uproarious, and absolutely unforgettable.",English,"Young Adult, Contemporary, Romance, Fiction, Realistic Fiction, Young Adult Contemporary, Music, Death, Teen, Chick Lit",California (United States),275,Dial Books,2010,3.99,90847
86,All the Bright Places,"Niven, Jennifer","The Fault in Our Stars meets Eleanor and Park in this exhilarating and heart-wrenching love story about a girl who learns to live from a boy who intends to die.Soon to be a major motion picture starring Elle Fanning! Theodore Finch is fascinated by death, and he constantly thinks of ways he might kill himself. But each time, something good, no matter how small, stops him.�Violet Markey lives for the future, counting the days until graduation, when she can escape her Indiana town and her aching grief in the wake of her sister's recent death. When Finch and Violet meet on the ledge of the bell tower at school, it's unclear who saves whom. And when they pair up on a project to discover the ""natural wonders""� of their state, both Finch and Violet make more important discoveries: It's only with Violet that Finch can be himself-a weird, funny, live-out-loud guy who's not such a freak after all. And it's only with Finch that Violet can forget to count away the days and start living them. But as Violet's world grows, Finch's begins to shrink.�This is an intense, gripping novel perfect for fans of Jay Asher, Rainbow Rowell, John Green, Gayle Forman, and Jenny Downham from a talented new voice in YA, Jennifer Niven.",English,"Young Adult, Contemporary, Romance, Fiction, Mental Health, Mental Illness, Realistic Fiction, Audiobook, Young Adult Contemporary, Teen",Indiana (United States),378,Knopf,2015,4.15,300214
87,Steelheart,"Sanderson, Brandon","Ten years ago, Calamity came. It was a burst in the sky that gave ordinary men and women extraordinary powers. The awed public started calling them Epics. But Epics are no friend of man. With incredible gifts came the desire to rule. And to rule man you must crush his will.Nobody fights the Epics...nobody but the Reckoners. A shadowy group of ordinary humans, they spend their lives studying Epics, finding their weaknesses, and then assassinating them.And David wants in. He wants Steelheart - the Epic who is said to be invincible. The Epic who killed David's father. For years, like the Reckoners, David's been studying, and planning - and he has something they need. Not an object, but an experience.He's seen Steelheart bleed. And he wants revenge.",English,"Fantasy, Young Adult, Science Fiction, Dystopia, Fiction, Urban Fantasy, Superheroes, Audiobook, Adventure, Science Fiction Fantasy",,386,Delacorte Press,2013,4.14,149469
88,The Scorpio Races,"Stiefvater, Maggie","It happens at the start of every November: the Scorpio Races. Riders attempt to keep hold of their water horses long enough to make it to the finish line. Some riders live. Others die.At age nineteen, Sean Kendrick is the returning champion. He is a young man of few words, and if he has any fears, he keeps them buried deep, where no one else can see them.Puck Connolly is different. She never meant to ride in the Scorpio Races. But fate hasn't given her much of a chance. So she enters the competition - the first girl ever to do so. She is in no way prepared for what is going to happen.",English,"Fantasy, Young Adult, Romance, Fiction, Mythology, Audiobook, Young Adult Fantasy, Paranormal, Teen, Adventure",Thisby,409,Scholastic Press,2011,4.07,97766
89,Since You've Been Gone,"Matson, Morgan","It was Sloane who yanked Emily out of her shell and made life 100% interesting. But right before what should have been the most epic summer, Sloane just...disappears. All she leaves behind is a to-do list.On it, thirteen Sloane-inspired tasks that Emily would normally never try. But what if they could bring her best friend back?Apple picking at night? Okay, easy enough.Dance until dawn? Sure. Why not?Kiss a stranger? Um... Emily now has this unexpected summer, and the help of Frank Porter (totally unexpected), to check things off Sloane's list. Who knows what she'll find?Go skinny-dipping? Wait...what?",English,"Contemporary, Young Adult, Romance, Fiction, Young Adult Contemporary, Realistic Fiction, Chick Lit, Audiobook, Mystery, Coming Of Age","Stanwich, Connecticut (United States)",449,Simon & Schuster,2014,4.12,95635
90,Alanna: The First Adventure,"Pierce, Tamora","From now on I'm Alan of Trebond, the younger twin. I'll be a knight.And so young Alanna of Trebond begins the journey to knighthood. Though a girl, Alanna has always craved the adventure and daring allowed only for boys; her twin brother, Thom, yearns to learn the art of magic. So one day they decide to switch places: Thom heads for the convent to learn magic; Alanna, pretending to be a boy, is on her way to the castle of King Roald to begin her training as a page.  But the road to knighthood is not an easy one. As Alanna masters the skills necessary for battle, she must also learn to control her heart and to discern her enemies from her allies.Filled with swords and sorcery, adventure and intrigue, good and evil, Alanna's first adventure begins - one that will lead to the fulfillment of her dreams and the magical destiny that will make her a legend in her land.",English,"Fantasy, Young Adult, Fiction, Magic, Adventure, Young Adult Fantasy, High Fantasy, Middle Grade, Childrens, Teen",Tortall,274,Simon Pulse,2005,4.24,116168
91,The Demon King,"Chima, Cinda Williams","Times are hard in the mountain city of Fellsmarch. Reformed thief Han Alister will do almost anything to eke out a living for his family. The only thing of value he has is something he can't sell-the thick silver cuffs he's worn since birth. They're clearly magicked-as he grows, they grow, and he's never been able to get them off.One day, Han and his clan friend, Dancer, confront three young wizards setting fire to the sacred mountain of Hanalea. Han takes an amulet from Micah Bayar, son of the High Wizard, to keep him from using it against them. Soon Han learns that the amulet has an evil history-it once belonged to the Demon King, the wizard who nearly destroyed the world a millennium ago. With a magical piece that powerful at stake, Han knows that the Bayars will stop at nothing to get it back.Meanwhile, Raisa ana'Marianna, princess heir of the Fells, has her own battles to fight. She's just returned to court after three years of freedom in the mountains-riding, hunting, and working the famous clan markets. Raisa wants to be more than an ornament in a glittering cage. She aspires to be like Hanalea-the legendary warrior queen who killed the Demon King and saved the world. But her mother has other plans for her...The Seven Realms tremble when the lives of Hans and Raisa collide, fanning the flames of the smoldering war between clans and wizards.",English,"Fantasy, Young Adult, Magic, High Fantasy, Young Adult Fantasy, Romance, Fiction, Adventure, Epic Fantasy, Teen",,506,Hyperion Books,2009,4.14,67965
92,The Vincent Boys,"Glines, Abbi","Ashton is getting tired of being good, of impressing her parents and playing ideal girlfriend to Sawyer Vincent. Sawyer is perfect, a regular Prince Charming, but when he leaves town for the summer, it's his cousin Beau who catches Ashton's eye. Beau is the sexiest guy she's ever seen, and even though he's dangerous, Ashton is drawn to him.Beau loves his cousin like a brother, so the last thing he wants to do is make a move on Sawyer's girl. Ashton is off-limits, absolutely. That's why he does his best to keep his distance, even though he's been in love with her forever. When Ashton wants to rekindle their childhood friendship in Sawyer's absence, Beau knows he should say no.Ashton and Beau don't want to hurt Sawyer. But the more they try to stay away from each other, the more intense their urges become. It's getting way too hard to resist....",English,"Romance, Young Adult, New Adult, Contemporary, Contemporary Romance, Chick Lit, High School, Young Adult Romance, Realistic Fiction, Young Adult Contemporary","Grove, Alabama (United States)",260,,2011,3.97,71276
93,Hate List,"Brown, Jennifer","Five months ago, Valerie Leftman's boyfriend, Nick, opened fire on their school cafeteria. Shot trying to stop him, Valerie inadvertently saved the life of a classmate, but was implicated in the shootings because of the list she helped create. A list of people and things she and Nick hated. The list he used to pick his targets.Now, after a summer of seclusion, Val is forced to confront her guilt as she returns to school to complete her senior year. Haunted by the memory of the boyfriend she still loves and navigating rocky relationships with her family, former friends and the girl whose life she saved, Val must come to grips with the tragedy that took place and her role in it, in order to make amends and move on with her life.",English,"Young Adult, Contemporary, Fiction, Realistic Fiction, Teen, High School, Drama, Mental Health, Death, Young Adult Contemporary",,405,"Little, Brown Books for Young Readers",2009,4.01,54703
94,The Gathering,"Armstrong, Kelley","Sixteen-year-old Maya is just an ordinary teen in an ordinary town. Sure, she doesn't know much about her background - the only thing she really has to cling to is an odd paw-print birthmark on her hip - but she never really put much thought into who her parents were or how she ended up with her adopted parents in this tiny medical-research community on Vancouver Island.Until now.Strange things have been happening in this claustrophobic town - from the mountain lions that have been approaching Maya to her best friend's hidden talent for ""feeling"" out people and situations, to the sexy new bad boy who makes Maya feel...different. Combine that with a few unexplained deaths and a mystery involving Maya's biological parents and it's easy to suspect that this town might have more than its share of skeletons in its closet.",English,"Young Adult, Paranormal, Fantasy, Urban Fantasy, Romance, Supernatural, Fiction, Shapeshifters, Paranormal Romance, Werewolves","Vancouver Island, British Columbia (Canada)",359,Harper,2011,4.02,58927
95,An Ember in the Ashes,"Tahir, Sabaa","Alternative Cover Edition #1 Laia is a slave. Elias is a soldier. Neither is free. Under the Martial Empire, defiance is met with death. Those who do not vow their blood and bodies to the Emperor risk the execution of their loved ones and the destruction of all they hold dear. It is in this brutal world, inspired by ancient Rome, that Laia lives with her grandparents and older brother. The family ekes out an existence in the Empire's impoverished backstreets. They do not challenge the Empire. They've seen what happens to those who do. But when Laia's brother is arrested for treason, Laia is forced to make a decision. In exchange for help from rebels who promise to rescue her brother, she will risk her life to spy for them from within the Empire's greatest military academy. There, Laia meets Elias, the school's finest soldier-and secretly, its most unwilling. Elias wants only to be free of the tyranny he's being trained to enforce. He and Laia will soon realize that their destinies are intertwined-and that their choices will change the fate of the Empire itself.From the Hardcover edition.",English,"Fantasy, Young Adult, Romance, Fiction, Dystopia, Young Adult Fantasy, High Fantasy, Audiobook, Magic, Adventure",,446,Razorbill,2015,4.27,182037
96,The House of the Scorpion,"Farmer, Nancy","With undertones of vampires, Frankenstein, dragons' hoards, and killing fields, Matt's story turns out to be an inspiring tale of friendship, survival, hope, and transcendence. A must-read for teenage fantasy fans.At his coming-of-age party, Matteo Alacran asks El Patron's bodyguard, ""How old am I?...I know I don't have a birthday like humans, but I was born."" ""You were harvested,"" Tam Lin reminds him. ""You were grown in that poor cow for nine months and then you were cut out of her."" To most people around him, Matt is not a boy, but a beast. A room full of chicken litter with roaches for friends and old chicken bones for toys is considered good enough for him. But for El Patron, lord of a country called Opium-a strip of poppy fields lying between the U.S. and what was once called Mexico-Matt is a guarantee of eternal life. El Patron loves Matt as he loves himself for Matt is himself. They share identical DNA.",English,"Young Adult, Science Fiction, Dystopia, Fiction, Fantasy, Teen, Adventure, School, Middle Grade, Childrens",,380,Atheneum Books for Young Readers,2004,4.09,78599
97,Tiger's Curse,"Houck, Colleen","Passion. Fate. Loyalty.Would you risk it all to change your destiny? The last thing Kelsey Hayes thought she'd be doing this summer was trying to break a 300-year-old Indian curse. With a mysterious white tiger named Ren. Halfway around the world. But that's exactly what happened. Face-to-face with dark forces, spellbinding magic, and mystical worlds where nothing is what it seems, Kelsey risks everything to piece together an ancient prophecy that could break the curse forever. Tiger's Curse is the exciting first volume in an epic fantasy-romance that will leave you breathless and yearning for more.",English,"Fantasy, Young Adult, Romance, Paranormal, Mythology, Magic, Adventure, Fiction, Urban Fantasy, Young Adult Fantasy",,403,Sterling,2011,4.06,57564
98,Flat-Out Love,"Park, Jessica","Flat-Out Love is a warm and witty novel of family love and dysfunction, deep heartache and raw vulnerability, with a bit of mystery and one whopping, knock-you-to-your-knees romance.It's not what you know - or when you see - that matters. It's about a journey.Something is seriously off in the Watkins home. And Julie Seagle, college freshman, small-town Ohio transplant, and the newest resident of this Boston house, is determined to get to the bottom of it. When Julie's off-campus housing falls through, her mother's old college roommate, Erin Watkins, invites her to move in. The parents, Erin and Roger, are welcoming, but emotionally distant and academically driven to eccentric extremes. The middle child, Matt, is an MIT tech geek with a sweet side ... and the social skills of a spool of USB cable. The youngest, Celeste, is a frighteningly bright but freakishly fastidious 13-year-old who hauls around a life-sized cardboard cutout of her oldest brother almost everywhere she goes.And there's that oldest brother, Finn: funny, gorgeous, smart, sensitive, almost emotionally available. Geographically? Definitely unavailable. That's because Finn is traveling the world and surfacing only for random Facebook chats, e-mails, and status updates. Before long, through late-night exchanges of disembodied text, he begins to stir something tender and silly and maybe even a little bit sexy in Julie's suddenly lonesome soul.To Julie, the emotionally scrambled members of the Watkins family add up to something that ... well ... doesn't quite add up. Not until she forces a buried secret to the surface, eliciting a dramatic confrontation that threatens to tear the fragile Watkins family apart, does she get her answer.Flat-Out Love comes complete with emails, Facebook status updates, and instant messages.",English,"Romance, Young Adult, New Adult, Contemporary, Chick Lit, Fiction, Contemporary Romance, College, Humor, Realistic Fiction","Ohio (United States), Boston, Massachusetts (United States)",355,Skyscape,2011,4,56605
99,The Program,"Young, Suzanne","In Sloane's world, true feelings are forbidden, teen suicide is an epidemic, and the only solution is The Program.Sloane knows better than to cry in front of anyone. With suicide now an international epidemic, one outburst could land her in The Program, the only proven course of treatment. Sloane's parents have already lost one child; Sloane knows they'll do anything to keep her alive. She also knows that everyone who's been through The Program returns as a blank slate. Because their depression is gone-but so are their memories.Under constant surveillance at home and at school, Sloane puts on a brave face and keeps her feelings buried as deep as she can. The only person Sloane can be herself with is James. He's promised to keep them both safe and out of treatment, and Sloane knows their love is strong enough to withstand anything. But despite the promises they made to each other, it's getting harder to hide the truth. They are both growing weaker. Depression is setting in. And The Program is coming for them.",English,"Young Adult, Dystopia, Romance, Science Fiction, Fiction, Mental Health, Fantasy, Mental Illness, Teen, Audiobook",Oregon (United States),405,Simon Pulse,2013,4.05,43859
100,The False Prince,"Nielsen, Jennifer A.","In a discontent kingdom, civil war is brewing. To unify the divided people, Conner, a nobleman of the court, devises a cunning plan to find an impersonator of the king's long-lost son and install him as a puppet prince. Four orphans are recruited to compete for the role, including a defiant boy named Sage. Sage knows that Conner's motives are more than questionable, yet his life balances on a sword's point-he must be chosen to play the prince or he will certainly be killed. But Sage's rivals have their own agendas as well.As Sage moves from a rundown orphanage to Conner's sumptuous palace, layer upon layer of treachery and deceit unfold, until finally, a truth is revealed that, in the end, may very well prove more dangerous than all of the lies taken together.",English,"Fantasy, Young Adult, Middle Grade, Adventure, Fiction, Young Adult Fantasy, Mystery, Audiobook, Historical Fiction, Childrens",,342,"Scholastic, Inc.",2012,4.19,75559
101,The False Prince,"Nielsen, Jennifer A.","In a discontent kingdom, civil war is brewing. To unify the divided people, Conner, a nobleman of the court, devises a cunning plan to find an impersonator of the king's long-lost son and install him as a puppet prince. Four orphans are recruited to compete for the role, including a defiant boy named Sage. Sage knows that Conner's motives are more than questionable, yet his life balances on a sword's point-he must be chosen to play the prince or he will certainly be killed. But Sage's rivals have their own agendas as well.As Sage moves from a rundown orphanage to Conner's sumptuous palace, layer upon layer of treachery and deceit unfold, until finally, a truth is revealed that, in the end, may very well prove more dangerous than all of the lies taken together.",English,"Fantasy, Young Adult, Middle Grade, Adventure, Fiction, Young Adult Fantasy, Mystery, Audiobook, Historical Fiction, Childrens",,342,"Scholastic, Inc.",2012,4.19,75559
